ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours
756,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,3.4,None,N/A,N/A,>70°,0
757,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,3.6,None,N/A,N/A,>70°,0
758,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,3.8,None,N/A,N/A,>70°,0
759,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,4.2,None,N/A,N/A,>70°,0
760,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,4.4,None,N/A,N/A,>70°,0
761,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,4.5,None,N/A,N/A,>70°,0
762,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,4.7,None,N/A,N/A,>70°,0
763,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,5.0,None,N/A,N/A,>70°,0
764,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,5.5,None,N/A,N/A,>70°,0
765,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,5.7,None,N/A,N/A,>70°,0
766,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,5.5,None,N/A,N/A,>70°,0
767,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,5.8,None,N/A,N/A,>70°,0
768,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,6.1,None,N/A,N/A,>70°,0
769,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,6.7,None,N/A,N/A,>70°,0
770,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,7.0,None,N/A,N/A,>70°,0
771,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,6.9,None,N/A,N/A,>70°,0
772,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,7.3,None,N/A,N/A,>70°,0
773,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,7.6,None,N/A,N/A,>70°,0
774,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,8.4,None,N/A,N/A,>70°,0
775,Unsettled,3,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,8.8,None,N/A,N/A,>70°,0
776,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,3.2,None,N/A,N/A,>70°,0
777,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,3.4,None,N/A,N/A,>70°,0
778,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,3.6,None,N/A,N/A,>70°,0
779,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,4.0,None,N/A,N/A,>70°,0
780,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,4.1,None,N/A,N/A,>70°,0
781,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,4.0,None,N/A,N/A,>70°,0
782,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,4.3,None,N/A,N/A,>70°,0
783,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,4.5,None,N/A,N/A,>70°,0
784,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,5.0,None,N/A,N/A,>70°,0
785,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,5.2,None,N/A,N/A,>70°,0
786,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,5.3,None,N/A,N/A,>70°,0
787,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,5.6,None,N/A,N/A,>70°,0
788,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,5.9,None,N/A,N/A,>70°,0
789,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,6.4,None,N/A,N/A,>70°,0
790,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,6.7,None,N/A,N/A,>70°,0
791,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,6.5,None,N/A,N/A,>70°,0
792,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,6.8,None,N/A,N/A,>70°,0
793,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,7.2,None,N/A,N/A,>70°,0
794,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,7.9,None,N/A,N/A,>70°,0
795,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,8.3,None,N/A,N/A,>70°,0
796,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,8.1,None,N/A,N/A,>70°,0
797,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,8.5,None,N/A,N/A,>70°,0
798,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,9.0,None,N/A,N/A,>70°,0
799,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,9.9,None,N/A,N/A,>70°,0
800,Unsettled,3,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,10.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
801,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,3.6,None,N/A,N/A,>70°,0
802,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,3.8,None,N/A,N/A,>70°,0
803,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,4.0,None,N/A,N/A,>70°,0
804,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,4.4,None,N/A,N/A,>70°,0
805,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,4.6,None,N/A,N/A,>70°,0
806,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,4.5,None,N/A,N/A,>70°,0
807,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,4.7,None,N/A,N/A,>70°,0
808,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,5.0,None,N/A,N/A,>70°,0
809,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,5.4,None,N/A,N/A,>70°,0
810,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,5.7,None,N/A,N/A,>70°,0
811,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,5.8,None,N/A,N/A,>70°,0
812,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,6.1,None,N/A,N/A,>70°,0
813,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,6.4,None,N/A,N/A,>70°,0
814,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,High,15-25 p/cm³,7.1,None,N/A,N/A,>70°,0
815,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very High,>25 p/cm³,7.4,None,N/A,N/A,>70°,0
816,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,7.1,None,N/A,N/A,>70°,0
817,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,7.5,None,N/A,N/A,>70°,0
818,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,7.9,None,N/A,N/A,>70°,0
819,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,8.7,None,N/A,N/A,>70°,0
820,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,9.1,None,N/A,N/A,>70°,0
821,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,8.9,None,N/A,N/A,>70°,0
822,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Low,3-7 p/cm³,9.4,None,N/A,N/A,>70°,0
823,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,9.9,None,N/A,N/A,>70°,0
824,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,High,15-25 p/cm³,10.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
825,Unsettled,3,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,11.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
826,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,3.9,None,N/A,N/A,>70°,0
827,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,4.1,None,N/A,N/A,>70°,0
828,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,4.3,None,N/A,N/A,>70°,0
829,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,4.8,None,N/A,N/A,>70°,0
830,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Slow,<400 km/s,Very High,>25 p/cm³,5.0,None,N/A,N/A,>70°,0
831,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,4.9,None,N/A,N/A,>70°,0
832,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,5.1,None,N/A,N/A,>70°,0
833,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,5.4,None,N/A,N/A,>70°,0
834,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,5.9,None,N/A,N/A,>70°,0
835,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,6.2,None,N/A,N/A,>70°,0
836,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,6.3,None,N/A,N/A,>70°,0
837,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,6.7,None,N/A,N/A,>70°,0
838,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,7.0,None,N/A,N/A,>70°,0
839,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,7.7,None,N/A,N/A,>70°,0
840,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,8.1,None,N/A,N/A,>70°,0
841,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,7.8,None,N/A,N/A,>70°,0
842,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,8.2,None,N/A,N/A,>70°,0
843,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,8.6,None,N/A,N/A,>70°,0
844,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,9.5,None,N/A,N/A,>70°,0
845,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,9.9,None,N/A,N/A,>70°,0
846,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,9.7,None,N/A,N/A,>70°,0
847,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,10.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
848,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,10.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
849,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,11.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
850,Unsettled,3,Weak Northward,0 to +10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,12.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
851,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,4.4,None,N/A,N/A,>70°,0
852,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Low,3-7 p/cm³,4.6,None,N/A,N/A,>70°,0
853,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,4.9,None,N/A,N/A,>70°,0
854,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,High,15-25 p/cm³,5.3,None,N/A,N/A,>70°,0
855,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very High,>25 p/cm³,5.6,None,N/A,N/A,>70°,0
856,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,5.5,None,N/A,N/A,>70°,0
857,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,5.8,None,N/A,N/A,>70°,0
858,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,6.1,None,N/A,N/A,>70°,0
859,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,6.7,None,N/A,N/A,>70°,0
860,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,7.0,None,N/A,N/A,>70°,0
861,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,7.1,None,N/A,N/A,>70°,0
862,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,7.5,None,N/A,N/A,>70°,0
863,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,7.9,None,N/A,N/A,>70°,0
864,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,High,15-25 p/cm³,8.7,None,N/A,N/A,>70°,0
865,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,9.1,None,N/A,N/A,>70°,0
866,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,8.7,None,N/A,N/A,>70°,0
867,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,9.2,None,N/A,N/A,>70°,0
868,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,9.7,None,N/A,N/A,>70°,0
869,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,10.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
870,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,11.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
871,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,10.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
872,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,11.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
873,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,12.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
874,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,13.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
875,Unsettled,3,Weak Northward,0 to +10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,14.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
876,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,6.4,None,N/A,N/A,>70°,0
877,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,6.8,None,N/A,N/A,>70°,0
878,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,7.1,None,N/A,N/A,>70°,0
879,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,7.9,None,N/A,N/A,>70°,0
880,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,8.2,None,N/A,N/A,>70°,0
881,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,8.0,None,N/A,N/A,>70°,0
882,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,8.5,None,N/A,N/A,>70°,0
883,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,8.9,None,N/A,N/A,>70°,0
884,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,9.8,None,N/A,N/A,>70°,0
885,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,10.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
886,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,10.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
887,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,11.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
888,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,11.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
889,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,12.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
890,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,13.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
891,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,12.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
892,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,13.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
893,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,14.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
894,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,15.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
895,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,16.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
896,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,16.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
897,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,17.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
898,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,17.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
899,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,19.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
900,Unsettled,3,Weak Southward,-5 to 0 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,20.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
901,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,7.6,None,N/A,N/A,>70°,0
902,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,8.0,None,N/A,N/A,>70°,0
903,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,8.4,None,N/A,N/A,>70°,0
904,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,9.2,None,N/A,N/A,>70°,0
905,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,9.7,None,N/A,N/A,>70°,0
906,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,9.5,None,N/A,N/A,>70°,0
907,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,10.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
908,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,10.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
909,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,11.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
910,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,12.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
911,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,12.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
912,Unsettled,3,Weak Southward,-5 to 0 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,13.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
